text,label
低频脉冲加耳穴贴磁治疗功能性消化不良及其对胃电的影响,"{'耳穴贴磁': '中医治疗', '功能性消化不良': '西医诊断'}"
现症左侧腹胀痛持续不已，且呈阵发性加剧，大便三日未行，头昏乏力，颜面萎黄，形体瘦弱，卧床呻吟，泛恶，口干却不欲饮，腹无矢气，胀满疼痛拒按，舌质红苔薄黄，脉象沉细涩,"{'左侧腹胀痛持续不已，且呈阵发性加剧': '临床表现', '大便三日未行': '临床表现', '头昏乏力': '临床表现', '颜面萎黄': '临床表现', '形体瘦弱': '临床表现', '卧床呻吟': '临床表现', '泛恶': '临床表现', '口干': '临床表现', '无矢气': '临床表现', '胀满疼痛拒按': '临床表现', '苔薄黄': '临床表现'}"
胃炎；萎缩性；慢性；一贯煎；麦门冬汤,{'麦门冬汤': '方剂'}
中医诊断：便秘（肝胃郁热，腑气不通，脾肾亏虚）,"{'便秘': '中医诊断', '肝胃郁热': '中医证候'}"
治法：清热利湿，利水清肿,"{'清热利湿': '中医治则', '利水': '中医治则'}"
目的：运用电针＂老十针＂为主治疗胃食管返流病（ＧＥＲＤ）患者，观察对患者主要症状的临床疗效,{'胃食管返流病': '西医诊断'}
鸡内金１０ｇ,{'鸡内金': '中药'}
结论：加味三香汤治疗肝郁脾虚型ＦＤ患者，可有效改善患者临床症状及不良情绪，提高治疗效率及生存质量,{'肝郁脾虚': '中医证候'}
结论：益气润肠方临床治疗功能性便秘具有改善临床症状和提高便秘患者生活质量的作用,"{'益气润肠方': '方剂', '功能性便秘': '西医诊断'}"
结论整肠宁丸联合平衡火罐治疗ＩＢＳ－Ｄ疗效确切,{'平衡火罐': '中医治疗'}
提示：加味柴芍六君颗粒治疗功能性消化不良能使肝气疏，胃气降，恢复胃肠功能的功效．,"{'加味柴芍六君颗粒': '方剂', '功能性消化不良': '西医诊断'}"
患儿近３年多来胃纳极差，厌食油腻及一切腥荤食物，连菜类也有多种（如茄子、青瓜、辣椒等）不食,{'厌食': '中医诊断'}
肝功能复查：黄疸指数２００单位，谷丙转氨酶６５０单位，患者厌食厌油，口苦呕恶，头昏乏力，倦怠少神，溲赤便秘，肤色深黄，舌质红、苔黑腻，脉弦滑,"{'呕恶': '临床表现', '乏力': '临床表现', '倦怠少神': '临床表现', '便秘': '临床表现', '肤色深黄': '临床表现', '苔黑腻': '临床表现'}"
中医辨证为气结血瘀，湿邪久羁,{'湿邪久羁': '中医证候'}
结论：萎胃通调汤内服合复方当归注射液穴位注射对ＣＡＧ的临床症状、病理变化、ＣＯＸ－２，Ｋｉ－６７的蛋白表达积分有明显的改善作用,{'穴位注射': '中医治疗'}
中西医结合治疗腹泻型肠易激综合征疗效观察,{'腹泻型肠易激综合征': '西医诊断'}
慢性萎缩性胃炎，辨证施治，中药治疗,{'慢性萎缩性胃炎': '西医诊断'}
方法：将１２０例脾虚湿阻型ＮＡＦＬＤ患者随机分为治疗组和对照组各６０例，对照组给予基础运动和生活指导等生活方式调整，治疗组在生活方式调整基础上给予健脾祛湿方,"{'脾虚湿阻': '中医证候', '健脾祛湿方': '方剂'}"
目的：探讨胃和冲剂Ⅱ号对慢性萎缩性胃炎（ＣＡＧ）寒热错杂证患者胃黏膜ＰＴＥＮ和ＥＲＫ－２蛋白表达的影响,"{'慢性萎缩性胃炎': '西医诊断', '寒热错杂': '中医证候'}"
四磨汤联合帕罗西汀治疗功能性消化不良临床观察,"{'帕罗西汀': '西医治疗', '功能性消化不良': '西医诊断'}"
慢性萎缩性胃炎；化浊解毒方；针药结合；幽门螺旋杆菌；胃镜,{'慢性萎缩性胃炎': '西医诊断'}
结论疏肝泄热、理气和胃之加减四逆散对ＦＤ肝胃郁热证的综合疗效较之吗丁啉显著,{'肝胃郁热': '中医证候'}
治宜扶正祛邪，方用柴胡桂枝汤加减,{'柴胡桂枝汤加减': '方剂'}
中医辨证属湿热蕴结，治疗清热利湿，攻下逐水，方选茵陈蒿汤加减，药用：茵陈３０ｇ，山栀１０ｇ，大黄５ｇ，板蓝根３０ｇ，连翘１５ｇ，赤芍１５ｇ，败酱草１５ｇ，车前子３０ｇ，木香１０ｇ，木瓜２０ｇ，通草１５ｇ，淡竹叶１０ｇ,"{'湿热蕴结': '中医证候', '茵陈蒿汤加减': '方剂', '茵陈': '中药', '山栀': '中药', '大黄': '中药', '板蓝根': '中药', '连翘': '中药', '赤芍': '中药', '车前子': '中药', '木香': '中药', '木瓜': '中药', '通草': '中药', '淡竹叶': '中药'}"
所以，舒肝理气，化瘀利湿使肝气调达，气血平和，瘀化湿除而汗出、黄疸均愈,{'化瘀利湿': '中医治则'}
西医诊断：急性肾小球肾炎,{'急性肾小球肾炎': '西医诊断'}
ＩＢＳ肝郁脾虚证病人具有不同程度精神症状，以焦虑、紧张较多,{'肝郁脾虚': '中医证候'}
１０厘米，症状消失，体力恢复，肝功能恢复正常，痊愈停药,"{'体力恢复': '临床表现', '肝功能恢复正常': '临床表现'}"
瑞舒伐他汀；颈动脉粥样硬化斑块；非酒精性脂肪肝；多烯磷脂酰胆碱,"{'瑞舒伐他汀': '西医治疗', '非酒精性脂肪肝': '西医诊断'}"
以大柴胡汤合茵陈蒿汤加减，配合静滴氯霉素，效果不显,{'茵陈': '中药'}
艾灸结合穴位贴药治疗慢性萎缩性胃炎３１例,"{'穴位贴药': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
方法将８４例患者随机单盲分为治疗组４３例和对照组４１例，治疗组服用香砂六君子汤合柴胡疏肝散加减，对照组服用胃复春，两组疗程均为３个月,{'柴胡疏肝散': '方剂'}
炙甘草５ｇ,{'炙甘草': '中药'}
结论：中医辨证分型治疗腹泻型肠易激综合征疗效确切，在肠道症状的改善和生活质量的提高两方面都显著优于西药得舒特,{'腹泻型肠易激综合征': '西医诊断'}
方法选取老年慢性萎缩性胃炎患者８０例，随机平均分为２组，分别应用雷贝拉唑以及联合柴胡舒肝丸治疗，对比２组临床效果,"{'老年慢性萎缩性胃炎': '西医诊断', '雷贝拉唑': '西医治疗'}"
处方：茵陈６０克，板蓝根３０克，黄柏１０克，栀子１０克，滑石粉３０克，竹叶１２克，泽泻１２克，藿香１０克，佩兰叶１５克，龙胆草１０克，木通１０克，白茅根３０克，甘草１０克，水煎服,"{'茵陈': '中药', '板蓝根': '中药', '黄柏': '中药', '栀子': '中药', '滑石粉': '中药', '竹叶': '中药', '泽泻': '中药', '藿香': '中药', '佩兰叶': '中药', '龙胆草': '中药', '木通': '中药', '甘草': '中药'}"
次日起患者神志清醒，面色晦暗转淡，但大便量少、质硬，原方生大黄增至３０ｇ再服，但效果欠佳,{'生大黄': '中药'}
服上方３０剂后，肝疼痛，腹胀消失，肝大肋下１,{'腹胀': '临床表现'}
１９７２年５月２４日来我院就诊，症见两目深黄滞绿，皮肤黄褐，面部及下肢轻度浮肿，颈胸部散在少许结节状黄疣，全身瘙痒，日夜不安，口微干苦，纳食中等，小便茶色，大便灰黄，月事已绝２年,"{'两目深黄': '临床表现', '皮肤黄褐': '临床表现', '浮肿': '临床表现', '瘙痒': '临床表现'}"
六味安消胶囊加法莫替丁治疗胃食管反流病临床观察,"{'六味安消胶囊': '中医治疗', '胃食管反流病': '西医诊断'}"
１９８６年４月经诊断为乙型肝炎，早期肝硬化，曾二次因病情恶化，出现腹水及吐血住院抢救,{'肝硬化': '西医诊断'}
舌淡红，苔薄白，脉细缓,{'苔薄白': '临床表现'}
滋阴养血润肠汤；老年功能性便秘；中医药疗法,"{'滋阴养血润肠汤': '方剂', '老年功能性便秘': '西医诊断'}"
＂故选用大柴胡汤合茵陈蒿汤加减，以疏肝泻热，利胆退黄，连服数剂而奏效,"{'柴胡': '中药', '茵陈': '中药'}"
结果：治疗组经过治疗后，患者在胃脘疼痛、痞闷胀满、嗳气吞酸、纳呆食少、嘈杂、肢体倦怠、神疲懒言、咽干口苦、潮热盗汗方面及胃镜总评分、病理萎缩程度评分、肠上皮化生评分及异性增生评分上，较治疗前均有明显改善，结果显示具有统计学差异（Ｐ＜０,"{'胃脘疼痛': '临床表现', '痞闷胀满': '临床表现', '嗳气吞酸': '临床表现', '纳呆食少': '临床表现', '嘈杂': '临床表现', '肢体倦怠': '临床表现', '神疲懒言': '临床表现', '咽干口苦': '临床表现', '潮热盗汗': '临床表现'}"
目的：以＂老十针＂为主，配合调神及走罐法，观察其对于功能性消化不良（ＦＤ）的临床疗效,"{'老十针': '中医治疗', '走罐法': '中医治疗', '功能性消化不良': '西医诊断'}"
健肝降脂汤配合药物穴位贴敷治疗非酒精性脂肪肝６５例的临床观察,"{'穴位贴敷': '中医治疗', '非酒精性脂肪肝': '西医诊断'}"
患者诉腹胀、口苦、大便干、牙龈出血,"{'腹胀': '临床表现', '口苦': '临床表现', '大便干': '临床表现', '牙龈出血': '临床表现'}"
寒水射肺则为喘咳,{'寒水射肺': '中医证候'}
中医诊断：尿血（脾肾不足，湿热下注）,"{'尿血': '中医诊断', '脾肾不足': '中医证候', '湿热下注': '中医证候'}"
药用：苡仁３０克，白蔻仁５克（后下），杏仁、厚朴、滑石（布包煎），法半夏，藿香、佩兰、郁金各１０克，通草６克，茵陈２０克，板蓝根、丹参、垂盆草各１５克,"{'苡仁': '中药', '杏仁': '中药', '厚朴': '中药', '滑石': '中药', '法半夏': '中药', '藿香': '中药', '佩兰': '中药', '郁金': '中药', '通草': '中药', '茵陈': '中药', '板蓝根': '中药', '丹参': '中药', '垂盆草': '中药'}"
调整药物用量，继服６剂，黄疸尽消，查肝功能正常，病告愈,{'黄疸': '中医诊断'}
津液失布，阴阳失调，故见发热、心动过速、房颤，肝、脾肿大、腹水等见症,{'发热': '临床表现'}
方用：五苓散合己椒苈黄汤合禹功散加减，药用：猪苓、茯苓各１５ｇ，桂枝、白术各１０ｇ，汉防己４０ｇ，椒目１０ｇ，葶苈子、小茴香、黑丑、白丑（打碎）各６ｇ,"{'五苓散': '方剂', '己椒苈黄汤': '方剂', '猪苓': '中药', '茯苓': '中药', '桂枝': '中药', '白术': '中药', '汉防己': '中药', '椒目': '中药', '葶苈子': '中药', '小茴香': '中药', '黑丑': '中药', '白丑': '中药'}"
０５），在枳术宽中胶囊组和西药组则明显反复（均Ｐ＜０,{'枳术宽中胶囊': '中医治疗'}
以后黄疸日益加深，纳呆，泛恶,"{'纳呆': '临床表现', '泛恶': '临床表现'}"
在主要症状方面，治疗组与对照组治疗后上腹痛、上腹烧灼感、餐后饱胀不适及早饱感评分均明显低于治疗前（Ｐ＜０,"{'上腹痛': '临床表现', '上腹烧灼感': '临床表现', '早饱感': '临床表现'}"
Ａ组予以补中益气汤加减疗法,{'补中益气汤加减': '方剂'}
方法：将６０例ＦＤ患者随机分成两组，治疗组服用健胃消胀颗粒，对照组采用吗丁啉观察两组疗效,{'健胃消胀颗粒': '中医治疗'}
对照组选中脘穴行温通针法，治疗组在对照组治疗的基础上结合半夏泻心汤加减治疗,{'温通针法': '中医治疗'}
患者２月前因感冒而下肢浮肿及腹水加重,{'腹水': '临床表现'}
温阳健脾中药联合穴位埋线治疗功能性便秘临床观察,"{'穴位埋线': '中医治疗', '功能性便秘': '西医诊断'}"
马万千，化痰祛瘀方，痰瘀互结，非酒精性脂肪肝，疗效评价,"{'痰瘀互结': '中医证候', '非酒精性脂肪肝': '西医诊断'}"
功能性消化不良是一种常见病，其临床特征包括腹胀、早饱、上腹疼痛、反酸及烧心，同时病人没有器质性病变或代谢性及精神性疾病，许多器质性及功能性胃肠道疾病的基础都与胃肠道运动障碍有关，因此，从改善调节胃肠道运动入手，可使其中不少患者获得较好疗效,"{'功能性消化不良': '西医诊断', '腹胀': '临床表现', '早饱': '临床表现', '上腹疼痛': '临床表现', '反酸': '临床表现', '烧心': '临床表现'}"
虎杖根、茵陈、金钱草、海金沙、炒莱菔子、垂盆草各３０ｇ，黄柏、焦山栀各９ｇ，厚朴、枳壳、马鞭草、生大黄各１５ｇ，郁金、姜半夏各１２ｇ,"{'虎杖根': '中药', '茵陈': '中药', '金钱草': '中药', '海金沙': '中药', '垂盆草': '中药', '黄柏': '中药', '焦山栀': '中药', '厚朴': '中药', '枳壳': '中药', '马鞭草': '中药', '生大黄': '中药', '郁金': '中药', '姜半夏': '中药'}"
对照组采用匹维溴胺＋盐酸洛哌丁胺治疗，治疗组在对照组治疗的基础上给予柴胡疏肝散合痛泻要方加减，２组疗程均为８周,"{'匹维溴胺': '西医治疗', '盐酸洛哌丁胺': '西医治疗'}"
结论针刺安神和胃法是治疗功能性消化不良的有效方法，有必要进一步加大样本量并增加对照组以验证其疗效,"{'安神和胃': '中医治则', '功能性消化不良': '西医诊断'}"
并拟三棱１０ｇ，莪术１０ｇ，生大黄１０ｇ，水蛭１０ｇ，炙甘草１０ｇ，三七粉（冲）１０ｇ，白芍９０ｇ，水煎浓缩过滤，待温度至３７°Ｃ时，直肠缓慢滴注２００ｍｌ（５０ｍｉｎ滴完），２次／ｄ，同时辅以营养支持,"{'三棱': '中药', '大黄': '中药', '炙甘草': '中药', '三七粉': '中药', '白芍': '中药'}"
２组治疗后反酸、烧心、胃脘灼痛、吞咽困难、腹痛、腹胀、腹泻积分和临床症状总积分均较治疗前显著降低（Ｐ均＜０,"{'反酸': '临床表现', '烧心': '临床表现', '胃脘灼痛': '临床表现', '吞咽困难': '临床表现', '腹痛': '临床表现', '腹胀': '临床表现', '腹泻': '临床表现'}"
方法将８０例腹泻型肠易激综合征患者随机分为２组，治疗组４０例采用黄连素（３００ｍｇ，每日３次口服）联合枯草杆菌二联活菌肠溶胶囊（２粒，每日３次口服）治疗,"{'腹泻型肠易激综合征': '西医诊断', '枯草杆菌二联活菌肠溶胶囊': '西医治疗'}"
拟参苓白术散合五皮饮化裁,{'参苓白术散合五皮饮化裁': '方剂'}
香苏散加减辨证辅治功能性消化不良的疗效及对胃动力的影响观察,{'功能性消化不良': '西医诊断'}
活血清胃汤联合辨证食疗治疗慢性萎缩性胃炎６０例临床观察,"{'辨证食疗': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
黄连素联合枯草杆菌二联活菌肠溶胶囊治疗腹泻型肠易激综合征的疗效观察,"{'枯草杆菌二联活菌肠溶胶囊': '西医治疗', '腹泻型肠易激综合征': '西医诊断'}"
配合驱风脐帖（由冰片、麝香、朱砂、苏合香油、丁香、木香、香附、乳香、细辛、荜茇、白术组成）贴脐治疗,{'驱风脐帖': '中医治疗'}
目的：观察中医外治法治疗虚寒型功能性消化不良（ＦＤ）重叠腹泻型肠易激综合征（Ｄ－ＩＢＳ）的临床疗效以及对胃肠激素的影响,"{'虚寒': '中医证候', '功能性消化不良': '西医诊断', '重叠腹泻型肠易激综合征': '西医诊断'}"
